CITATION,INSTRUMENT,Neutral Citation
"['[2008] IEHC 289', '[2004] 1 I.W.L.R. 1953', '[2006] I.L.R.M. 287', '[2008] IESC 71', '[2010] IEHC 516', '[2013] IESC 34', '[2018] IESC 31', '[2012] IESC 59', '[2019] IEHC 553', '[2021] IESC 36', '[2022] IEHC 141']","['Personal Injuries Assessment Board Act 2003', '2003 Act', 'Family Leave and Miscellaneous Provisions Act 2021', 'Judicial Council Act 2019', '2019 Act', 'Civil Liability and Courts Act 2004']",2022_IEHC_370
"['[2020 No.', '[2021] IEHC 140', '[2021] 3 JIC 1216', '[2022] IEHC 83', '[2022] 2 JIC 2504', '[2006] IEHC 137', '[2007] 1 I.R. 690', '[2021] IEHC 415', '[2021] 6 JIC 1702', '[2020] IECA 183', '[2020] 7 JIC 0801', '[2020] IEHC 673', '[2020] 12 JIC 3101', '[2018] IESC 36', '[2018] 7 JIC 3002', '[2018] IESC 31', '[2018] 2 I.L.R.M. 453', '[2016] IEHC 666', '[2016] 10 JIC 0313', '[2018] IECA 103', '[2018] 4 JIC 1905', '[2020] IEHC 216', '[2020] 5 JIC 0603', '[2021] IECA 108', '[2021] 4 JIC 1301', '[SPV Osus Ltd v. HSBC Institutional Trust Services (Ireland) Ltd.', '[2018] IESC 44', '[2019] 1 I.R. 1', '[2021] IESC 15', '[2021] 1 I.L.R.M. 253', '[2022] IESCDET 21', '[2016] IESCDET 29', '[2017] IESCDET 19', '[2018] IESCDET 61']","['Aarhus Convention', 'Planning and Development Act 2000', '2000 Act', 'Legal Services Regulation Act 2015', 'Environment (Miscellaneous Provisions) Act 2011']",2022_IEHC_327
"['[2014] IECCA 11', '[2019] IECA 173', '[2008] IECCA 110']","['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Misuse of Drugs Act', 'Public Order Act']",2022_IECA_143
"['[2022 No.', '…2008.', '(Application No.', '(FASD)', '[1980] I.R.32', '[2000] 1 I.R.165 (', '[2002] 4 I.R. 252', '[1980] I.R. 32', '[2018] IEHC 515', '[2020] IEHC 419', '[2013] UKSC 33', '[2013] EWCA Civ.']","['ADOPTION ACT 2010', 'Adoption Act 2010', 'Child and Family Agency Affidavit Evidence]', 'Adoption Authority.', 'Act of 2010', 'Children Act 1989', 'Adoption and Children Act 2002']",2022_IEHC_389
"['[2020] 3 IR 337', '[2016] IEHC 18', '[2017] IEHC 63', '[2018] IEHC 684', '[2019] IECA 86', '[2020] 3 I.R. 337', '] IEHC 642', '[2003] 1 I.R. 583', '[2009] 1 I.R 737']","['Statue of Limitations Act', 'Defamation Act', 'Statute of Limitations Act', 'Statute of Limitations', 'Defamation Act 2009', 'Superior Courts 1986', '1957 Act', 'Statute of Limitations 1957', 'Act of 1957', '2009 Act']",2022_IEHC_366
"['[2021] 1 Cr.', '[2022] IEHC 72', '[2022] IESCDET 26', '(2002/584/JHA)', '(Application to Third Countries) (United Kingdom) Order 2020', '2021 30', '[2018] 1 WLR 2889', '[1992] 1 I.R. 210', '[2018] 2 I.R. 357', '[2020] 3 IR 113', '[1965] I.R. 294', '[1976] I.R. 365', '[2010] 3 I.R. 783', 'ECtHR Case Law 100', '[2008] 47 E.H.R.R. 39', '(1989) 11 E.H.R.R. 439', '(2002) 35 E.H.R.R. 11', '(2012) 55 E.H.R.R 22', '(2017) 64 E.H.R.R. 19', '(2020) 71 E.H.R.R. 8', '[2018] 1 W.L.R. 2889']","['European Arrest Warrant Act', 'EAW Act 2003', 'ECHR', 'Constitution and Convention', 'European Convention', '2003 Act', 'Criminal Justice (Terrorist Offences) Act', 'European Union (European Arrest Warrant Act 2003', 'Amendment) Regulations 2021', 'Framework Decision 16', 'Council Framework Decision', 'Constitution or Convention', 'Act of 2003', 'Framework Decision', 'EAW Act', '’s Convention', 'Convention']",2022_IESC_27
"['2021/133 CA]', '[2019] IEHC 184', '[2013] IEHC 43', '[2012] IEHC 142', '[2016] 1 IR 92', '[1993] 2 IR 102', '[1962] 1 Ch.', '[2009] IEHC 141', '[1962] 1 Ch 883', '[1993] 2 I.R. 102', '[1992] 1 I.R. 375', '[1924] 1 I.R. 90']","['Land and Conveyancing Law Reform Act 2013', 'Registration of Title Act 1964', 'Conveyancing Acts 1881', 'Land and Conveyancing Law Reform Act 2009', 'Banker’s Books Evidence Acts 1879', 'CONSUMER CREDIT ACT NOTICES', 'Consumer Credit Act', 'Circuit Court Rules', 'Personal Insolvency Act 2012', 'Insolvency Service of Ireland', 'CCMA 2013', 'CCMA.', 'Code of Conduct on Mortgage Arrears.', '1964 Act', '2009 Act', '2013 Act', 'Registration of Title Act', 'Partition Act', 'Conveyancing Act']",2022_IEHC_402
"['[2021] IESC 15', '[2006] IESC 1', '[2013] IEHC 359', '[2007] UKHL 21', '[2008] 1 A.C. 1', '[1987] IR 494', '[2013] IESC 53', '[2019] IEHC 213', '[2009] IEHC 7']","['Companies Act 2014', 's.390 Companies Act 1963']",2022_IEHC_357
"['[2021] IECA 3', '[2010] 4 IR 417']",['Civil Liability and Courts Act 2004'],2022_IEHC_438
"['[2017 No.', '[2012] IEHC 106']","['Welfare at Work Act 2005', '2005 Act', 'Act of 2005']",2022_IEHC_341
['[2019] IESC 85'],['Criminal Law (Rape) (Amendment) Act'],2022_IECA_144
"['2021 3473 P BETWEEN', '[2019] 2 I.R. 417', '[2006] 4 I.R. 1', '[2022] IESC 24', '[2017] 1 I.R. 82', '[2010] IECCA 34', '[2002] 2 A.C. 545', '[1935] A.C. 462', '[2017] IESC 5', '(1978) 2 S.C.R. 1299', '[1996] 3 I.R. 267', '(1875) L.R. 2 C.C.R. 154', '(1889) 23 Q.B.D. 168', '[1999] 3 I.R. 145', '[1996] 1 I.R. 580', '[1994] 2 I.R. 550', '[1997] 2 LRC 593', '[2001] 3 WLR 107', '(1988) 13 EHRR 379', '[1993] 1 I.R. 102', '[1990] 3 S.C.R. 1303', '[1986] 1 S.C.R. 103', '[1986] 1 R.C.S. 103', '[2013] 2 I.R. 417', '[2021] IECA 155', '[1994] 3 I.R. 1', '[2012] 1 I.R. 697']","['2006 Act', 'Criminal Law (Amendment) Act', '2017 Act', 'Misuse of Drugs Act', '1977 Act', 'Criminal Law (Insanity) Act', 'Criminal Justice Act', 'Prevention of Corruption (Amendment) Act', 'Human Rights Act 1998', '1935 Act', 'Offences Against the State Act', 'European Convention', 'Explosive Substances Act', '1971 Act', 'Criminal Law (Sexual Offences) Act', 'Canadian Charter of Rights and Freedoms', 'Narcotic Control Act']",2022_IEHC_336
"['9\xa0(2)(b)', '[1996]\xa02\xa0I.R.\xa0459', '[2005]\xa0IEHC\xa0294', '[2021]\xa0IECA\xa0287', '[1984]\xa0I.R.\xa0151', '[2015]\xa0IECA\xa074', '[2021]\xa0IEHC\xa0260', '[2012]\xa0IESC\xa050', '[1994]\xa03\xa0I.R.\xa01', '[2019]\xa0IECA\xa043', '[2011] IEHC 103', '[2022]\xa0IECA\xa0112']","['Personal Injuries Assessment Board Act 2003', 'Civil Liability Act 1961', 'Personal Injuries Assessment Act 2003', 'Civil Law (Miscellaneous Provisions) Act 2011', 'Civil Liability and Courts Act 2004', 'European Convention', 'PIAB Act 2013', 'Legal Services Regulation Act 2015']",2022_IEHC_265
[],"['Civil Liability and Courts Act 2004', 'Courts Act 1981']",2022_IEHC_398
"['[2020]\xa0IEHC\xa0105', '[2002]\xa0IESC\xa061', '[2002]\xa03\xa0I.R.\xa0493']",[],2022_IEHC_377
"['[2018] IEHC 454', '[2003] 1 IR 232', '[1989] IR 91', '[2001] 4 IR 192', '[1992] 1 IR 210', '[2012] IESC 25', '[2018] 1 IR 505', '[2006] IEHC 207', '[2016] IEHC 539', '[2021] IECA 96', '[2021] IECA 29', '[2013] IESC 17', '[2017] IESC 50', '[2017] 3 IR 707', '[2016] IECA 56', '[2016] 1 IR 461', '[2020] IECA 253', '[2018] 2 IR 79', '[2003] 4 IR 459', '[2020] IECA 239', '[2018] 2 IR 669', '[2013] IESC 55', '[1993] 3 IR 421', '[2017] IESC 14', '[2011] IEHC 269', '[2021] IECA 252', '[2010] IEHC 410', '[2021] IECA 341', '[2014] 2 IR 199', '[1979] IR 149', '[1997] Ir.', '[2011] IEHC 305', '[1992] 1 I.R. 210', '[1986] IR 45']","['Mental Health Act 2001', 'Legal Framework', 'Civil Liability and Courts Act 2004']",2022_IECA_129
"['[2001] 3 IR 251', '[1988] IR 258', '(1974) IR 19']","['Courts (Supplemental Provisions) Act 1961', 'Public Dance Halls Act 1935', '1935 Act', 'Licensing (Combating Drug Abuse) Act 1997', '1997 Act', 'Public Dance Hall Act 1935', 'Interpretation Act 2005']",2022_IEHC_422
"['[2014]\xa0IESC\xa034', '[2014]\xa01\xa0I.R.\xa0720', '[2006]\xa0IEHC\xa0340', '[2010]\xa0IEHC\xa0238', '[2012]\xa0IESC\xa045', '[2015]\xa03\xa0I.R.\xa0722', '[2007]\xa0IEHC\xa0212', '[2009]\xa04\xa0I.R.\xa0488', '17\xa002\xa001', '17\xa009\xa004', '15\xa001\xa003', '(2018/C 124/01)', '15\xa0November 2021']","['PLANNING AND DEVELOPMENT ACT 2000', 'Planning and Development Act 2000', 'European Parliament and Council Directive 94/62/EC', 'European Directive', 'Commission Decision 2000/532/EC', 'Waste Management Act 1996', 'Superior Courts 1986', 'European Waste Catalogue', 'Construction and Demolition Waste Management Plans (‘CDWMP’)', 'Planning and Development Act', 'Companies Act 2014']",2022_IEHC_264
"['[2021 No.', '[2016] 1 I.R. 461', '[2012] IESC 43', '[1984] I.L.R.M. 523', '[2009] IEHC 318', '[2020] IESC 6', '[1980] I.R. 381', '[2016] 3 I.R. 1', '[2021] IESC 36', '[2017] 3 I.R. 751', '(1989) 488 U.S. 361', '[1999] 4 I.R. 26', '[2020] IECA 242', '[2005] 1 I.R. 105', '[1994] 3 I.R. 1', '[1994] 3 I.R. 593', '[1965] I.R. 217']","['Judicial Council Act 2019', 'Act of 2019', 'Civil Liability and Courts Act 2004', 'Matter, Act 2020', 'Family Leave and Miscellaneous Provisions Act 2021', 'Misuse of Drugs Act', 'Industrial Relations (Amendment) Act 2015', '2015 Act', 'Act of 2003', 'Constitution?', 'Act of 2004', 'Statute of Limitation Act', '2019 Act', 'Constitution.', 'Interpretation Act 2005', 'Judicial Council Act', 'Personal Injuries Assessment Board Act 2003', 'Personal Injuries Assessment Board Rules']",2022_IEHC_321
"['[2010] IESC 62', '[2013] IESC 53', '[2011] IEHC 4', '[1991] 1 I.R. 99', '[1997] 2 I.R. 531', '(1889) 14 P.D. 64', '(1926) Ltd.', '[1939] 2 K.B. 206', '[1998] 1 W.L.R. 896', '[2017] IEHC 676', '[2019] IECA 233', '[2002] 1 I.R. 17', '[2015] IECA 40', '[2017] IECA 74', '(1977) 180 CLR 266', '[2009] 1 W.L.R. 1988', '[2016] A.C. 742', '[2002] 1 A.C. 408', '[1995] E.M.L.R. 472', '[2001] IEHC 195', '[2002]1 I.R. 17', '[2017] IESC 31', '[2017] 5 JIC 2501', '[1984] I.R. 1', '[1994] 1 A.C. 170', '[1993] 4 All E.R. 577', '[2013] IEHC 208']","['Mediation Act', 'Superior Courts (Mediation) 2018 S.I. No.13', 'Mediation Act of 2017', 'Legal Services Regulation Act', '2015 Act', 'Mediation Act 2017', 'Legal Services Act', 'Terms of Settlement', 'Legal Services Act 2015']",2022_IECA_145
[],['Freedom of Information Act'],2022_IEHC_360
"['[1969] IR 66', '[1971] IR 159', '[1998] 1 IR 596', '[2016] IECA 10', '[2010] 4 IR 417', '[2007] 3 IR 526', '[2007] IEHC 38', '[1970] IR 159', '[1998] IR 596', '[1969] I.R. 66', '[1998] IEHC 168', '1 IR 214', '[2006] IEHC 318', '[2021] IECH 67', '[2021] IECA 3', '[2019] IECA 256', '[2016] IECA 62']","['Statute of Limitations', 'Statute of Limitations.', 'Statute of Limitations 1957', 'Statute of Limitations (Amendment) Act 1991', 'Statute of Limitations (Amendment) Act']",2022_IECA_132
"['[2019 No.', '[2020] IEHC 562', '[2021] IECA 177', '[2002] 3 I.R. 334', '[2015] IECA 236', '[2011] 3 I.R. 717', '[2003] 1 I.R. 326', '[1979] A.C. 593', '[2001] 1 A.C. 596', '[2002] Fam.', '[1973] Fam.']","['Family Law (Divorce) Act 1996', '1995 Act', 'Act of 1996', 'Act of 1996 (D.T. v. C.T.']",2022_IEHC_340
"['[2021 No.', '958 JR] [2022 No.', '[2020] IEHC 294', '[2020] 6 JIC 1901', '[2022] IEHC 393', '[1998] IEHC 97', '[1999] 1 I.L.R.M. 81', '[2020] IEHC 307', '[2020] 6 JIC 0806', '[2011] EWHC 606', '[2015] EWHC 1078', '[2020] IEHC 225', '[2021] IECA 317', '[2021] 11 JIC 2603']","['PLANNING AND DEVELOPMENT ACT 2000', 'TENANCIES ACT 2016', 'Regional Spatial and Economic Strategy 2019', 'Planning and Development Act 2000', 'Meath County Development Plan 2022', 'Environment (Miscellaneous Provisions) Act 2011', 'Aarhus Convention', 'Planning and Development Regulations 2001', 'Strategic Environmental Assessment Directive', 'SEA Directive', 'Planning Regulations', 'Regulations 13L', '2000 Act', 'Implementation of directive 2001/42']",2022_IEHC_395
"['[2015] 4 IR 144', '[2017] IEHC 13', '[2017] IEHC 94', '[2018] IEHC 710', '[2017] IECA 297', '[2008] 3 IR 476', '[2007] IEHC 169', '[2008] IEHC 229', '[2013] IEHC 258', '[2008] IEHC 192']","['Refugee Act 1996', 'International Protection Act', '2015 Act', 'International Protection Act 2015', 'Procedures Directive']",2022_IEHC_403
"['[1984] IR 151', '[1996] 2 IR 459', '[2021] IEHC 408', '[2020] IECA 114', '[2020] IEHC 646', '[2017] IECA 288', '[2020] IEHC 46', '[2015] IECA 74', '[1970] IR 27', '[2019] IECA 156', '[2019] IECA 43', '[2014] IEHC 488', '[2021] IEHC 5', '[2017] IESC 24', '[2012] IESC 50', '[2008] IESC 26', '[2002] IR 510', '[2016] IECA 206']","['Personal Injuries Assessment Board Act 2003', '2003 Act', 'Statute of Limitations Act 1957', 'PIAB Act 2003', 'Statute of Limitations Act']",2022_IEHC_442
"['[2021] IESC 82', '[2022] IESC 14', '[2022] IESC 18', '[2021] IECA 114', '[2021] IEHC 11', '[2021] IESC 63', '[2022] IESC 16', '[2015] IESC 66', '[2016] 2 I.R. 438', '[2016] IESC 60', '[2016] 3 I.R. 320']","['COURTS OF JUSTICE ACT 1947', 'Disability Act 2005', 'Act of 2005', 'Legal Services Regulation Act 2015', 'Act of 2015', 'Constitution Act 2013']",2022_IESC_26
"['[2012] IECCA 94', '[1960] 1 QB 411', '[1988] QB 690', '[1996] 3 SCR 362', '[2016] IESC 64', '(2006) 4 IR 273', '[2003] 4 IR 273', '[1996] 1 IR 565']","['Offences Against the Person Act', 'Criminal Law (Rape) Act', 'Criminal Law (Rape) Act 1981', 'Criminal Law (Sexual Offences) Act 2017', 'Criminal Law (Rape) (Amendment) Act 1990', '1981 Act', '1990 Act', 'Act of 1981']",2022_IECA_149
"['[2018 No.', '[2018] IECA 392', '[2019] IESCDET 124', '[2019] IESCDET 155', '[2015] IESC 64', '[2015] 3 I.R. 164', '[2015] IECA 192', '[2015] 3 I.R. 385', '[2019] IEHC 368', '[2019] 4 JIC 1223', '[2004] UKHL 27', '[2004] 2 AC 368', ', Application No.', '[2013] 53 EHRR 3', '[2008] 47 EHRR 18', '[1983] I.R. 88', '[2018] IEHC 98', '[2018] 1 JIC 1607', '[2008] IESC 25', '[2008] 3 I.R. 795', '[1986] I.L.R.M. 593', '[2007] IEHC 398']","['International Protection Act 2015', 'European Convention', 'Human Rights Act 2003', '2015 Act']",2020_IEHC_571
"['[2019] IEHC 698', '[2017] 1 I.R. 372', '[2013] IESC 8', '(Application No.', '[1996] 3 I.R. 549', '[2013] IESC 9', '[2011] IEHC 415']","['Refugee Act', 'Act of 1996', 'Family Law Act', 'Act of 1995', 'Family Law (Divorce) Act', 'European Convention', 'ECHR', 'Family Reunification Directive 2003/86', 'Family Reunification Directive', 'Acts of 1996', 'EU Family Reunification Directive', 'Refugee Act 1996']",2020_IECA_241
[],"['Immigration Act 1999', 'Act of 1999', 'European Convention']",2020_IEHC_526
"['[2020 No.', '[2020] IEHC 143']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Framework Decision', 'Council Framework Decision']",2021_IEHC_90
"['2020 / 5 JR IN', '[2011] IEHC 529']","['Immigration Act', 'International Organisation for Migration', 'Immigration Act 1999', 'International Organisation for Migration Voluntary Assisted Return and Reintegration Programme', 'Illegal Immigrant (Trafficking) Act 2000', 'Deportation Order 16']",2020_IEHC_588
"['[2020 No.', '(Case C-216/18 PPU)', '[2019] IESC 80']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR']",2021_IEHC_4
"['[2019 No.', '[2012] 3 IR 297', '1 1', '[2018] IEHC 630', '[2001] 1 IR 190', '[2006] 2 IR 221', '[2013] 1 IR 247', '51 38', '(Application No.']","['Illegal Immigrants (Trafficking) Act 2000', 'Employment Permits (Amendment) Act 2014', 'International Protection Act 2015', 'Act of 2000', 'Offences against the Person Act 1861', '2015 Act', 'Remain’ Decision', 'Act of 2015', 'Gas Act 1976', 'Act of 1976', 'Act?', 'SECOND KEY QUESTION RAISED', 'Act of 2004', 'Act of 1999', 'Refugee Convention 1951', 'Refugee Convention', 'European Convention', 'ECHR']",2021_IEHC_32
"['[2020 No.', '(Case C-270/17 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Law (Rape) (Amendment) Act', 'Act of 2003 7', 'Act of 2003 11', 'Mental Health Act', 'Criminal Law (Insanity) Act']",2021_IEHC_73
"['[2008] IESC 52', '[2009] IESC 48', '[1979] IR 423', '[2018] IECA 204']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Convention', 'Convention', 'Council Framework Decision', 'Framework Decision', 'Criminal Code', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', '2001 Act', 'Extradition Act', 'Act of 2003 31']",2020_IEHC_357
"['[2019 No.', '[2012] IESC 3', '[2012] 1 I.R. 574', '[1987] I.R. 550', '[1980] I.R. 269', '[2019] IESC 18', '[2019] 2 I.L.R.M. 1', '[1991] 2 I.R. 43', '[2017] IEHC 242', '[2017] 4 JIC 2402', '[2020] IECA 22', '[2020] IEHC 97', '[2020] 2 JIC 1002', '[2007] 1 W.L.R. 2734', '[2010] EWHC 3407 (Admin)', '[2015] IEHC 579', '[2013] IESC 1', '[2013] 1 I.R. 247', '[2015] IEHC 40', '[2006] 4 I.R. 1']","['International Protection Act 2015', '2015 Act', 'Asylum Procedures Directive 2005/85', 'Civil Liability Act 1961']",2020_IEHC_402
"['[2009] IESC 48', '[2020] IESC 12', '(Case C-270/17;', '(Case C-571/17 PPU', '[2018] IESC 8']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Convention', 'ECHR', 'Act of 1997', 'Criminal Damage Act', 'Act of 1991', '1991 Act', 'Act of 2003 17', '2003 Act', 'Framework Decision', 'Council Framework Decision']",2020_IEHC_395
"['[2018 NO.', '[2020] IESC 59', '[2020] IEHC 515']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Criminal Damage Act', '2002 Framework Decision', 'Framework Decision']",2020_IEHC_680
"['[2020] IEHC_643 THE', '[2019 No.', '[2020] IEHC 500', '[2020] 10 JIC 1501', '[2006] IEHC 250', '[2008] IEHC 2', '[2010] IESC 3', '[1986] I.R. 642', '[2010] 2 I.R. 701', '[2014] IESC 50', '[2019] IESC 75', '[2017] IESC 80', '[2011] UKSC 12', '[2012] AC 245', '[2018] IESC 16', '[2018] 3 I.R. 326']",[],2020_IEHC_643
"['[1996] 2 IR 459', '[1984] IR 151', '[2004] IEHC 99', '[2010] IEHC 66', '[2015] IECA 24', '[2016] IECA 206']","['Civil Service Regulations Act', 'Personal Injuries Assessment Board Act 2003', 'PIAB Act', 'Civil Service Regulations Act 1956']",2021_IEHC_44
"['[2018 No.', '[2008] UKHL 41', '[2015] IESC 64', '[2013] IEHC 603', '(Case C-94/18)']","['Persons) Regulations 2015', 'Immigration Act 1999', 'European Communities (Free Movement of Persons) Regulations 2006', 'International Protection Act 2015', 'Art.8 ECHR']",2020_IEHC_360
"['[2018] IEHC 134', '[2015] 4 IR 535']","['EU Directive', 'European Communities (Reception Conditions) Regulations 2018', 'EU Directive 2013/33']",2021_IEHC_29
"['113 §§ 1', '[2020] IESC 12']","['RECORD NUMBER 2019/187', 'European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Act of 2003 18', 'Council Framework Decision', 'Framework Decision', 'European Convention', 'ECHR']",2020_IEHC_531
"['[2019 No.', 'Decision 16', '[2016] IEHC 128', '[2016] IEHC 129', '[2015] IEHC 805', '[2010] 3 IR 783', '[2015] IEHC 339', '[2019] IESC 80', '[2018] IEHC 153', '(2018) IEHC,', '[2018] IEHC 639', '(Application No.', '[2010] IESC 45']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Polish Criminal Code', 'Criminal Code', 'Criminal Code) iv', 'Criminal Code) v.', 'Framework Decision', 'Polish Code', 'European Convention', 'Convention', 'Code of Criminal Procedure of Poland', 'Journal of Laws 2019', 'System of Common Courts Act', 'Supreme Court Act', 'Code of Criminal Procedure)', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Charter.']",2021_IEHC_108
"['[2018] IESC 45', '[2019] IEHC 183', '[2000] 4 IR 412', '[2016] IESC 32', '[2011] IESC 14', '[2007] 2 IR 81', '[2015] 4 IR 535', '[2020] IECA 21', '[2020] IESC 9', '[2015] IESC 103']","['European Convention', 'ECHR']",2020_IECA_359
"['[2014] IEHC 385', '[2018] IESC 31', '[2012] IESC 59', '[2017] IESC 61']","['Directive 2004/38', 'Regulations 2015', 'EU Treaty', 'Persons) Regulations 2015', 'Directive/Regulation', 'Regulations and Directive']",2021_IEHC_63
"['[2013] IESC 7', '[2013] 1 IR 470']","['European Arrest Warrant Act', 'Act of 2003', 'Road Traffic Act', 'Act of 1961']",2020_IEHC_582
"['[2019 No.', '[2017 No.', '[1983] I.R. 88', '[2002] 2 I.R. 418', '[2002] 1 I.L.R.M. 401', '[2000] IESC 19', '[2000] 2 I.R. 360', '[1986] I.L.R.M. 593', '[2002] 1 I.R. 164', '[1986] I.R. 642', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2014] IESC 50', '[2008] IEHC 192', '[2016] IECA 48', '[2012] IESC 26', '[1997] 2 I.R. 489', '[2018] IEHC 98', '[2018] 1 JIC 1607', '[2016] IEHC 474', '[2016] 7 JIC 2930', '[2019] IEHC 365', '[2019] 4 JIC 3009', '[2016] IEHC 673', '[2016] 11 JIC 2108', '[2017] IEHC 681', '[2017] 10 JIC 0407', '[2019] IEHC 537', '[2019] 7 JIC 0102', '[2018] IEHC 142', '[2018] 2 JIC 2709', '[2018] IEHC 187', '[2018] 3 JIC 2206', '[2018] IESC 16', '[2018] 3 I.R. 326', '[2016] IEHC 669', '[2016] 11 JIC 1418', '[2019] IEHC 61', '[2019] 1 JIC 2914', '[2017] IEHC 652', '[2017] 10 JIC 0608', '[2016] IEHC 468', '[2016] 7 JIC 2924', '[2015] IECA 210', '[2015] 3 I.R. 411', '[2016] IEHC 531']",['Criminal Law (Rape) (Amendment) Act 1990'],2020_IEHC_500
"['[2009] IESC 48', '(Case C-327/18 PPU)']","['European Arrest Warrant Act', 'Act of 2003', 'Internal Market Bill 2020', 'Act of 2003  8', 'Framework Decision', 'Council Framework Decision', 'Road Traffic Act', 'Criminal Justice Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'Internal Market Bill 2020 18', 'European Convention', 'ECHR']",2020_IEHC_598
"['[2019 No.', '[2020] IESC 59']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', '2002 Framework Decision']",2021_IEHC_38
"['[1973] I.R. 140', '[1981] ILRM 324', '[1995] 1 IR 484', '[2018] IESC 57', '[2010] 1 I.R. 635']","['Irish Nationality and Citizenship Act', 'Act of 1956', 'Act of 1935', 'Charter)', 'Constitution.', 'Constitution']",2021_IESC_6
"['[2019] IEHC 794', '[1981] Q.B. 115', '[1976] 1 WLR 362', '[1988] ILRM 306', '[1990] N.I. 295', '[2006] IEHC 240', '2 I.R. 81', '[2008] 2 I.R. 775', '[2011] 1 I.R. 443', '[2015] 2 I.R. 718', '[2020] IECA 183', '[2002] 4 I.R. 515', '[2006] IEHC 32', '[2007] 1 WLR 1864', '[2015] IECA 27', '[2013] IESC 6', '[2013] 3 I.R. 718']","['European Communities (Free Movement of Persons) Regulations 2015', 'Directive 2004/38', 'Legal Services Regulation Act 2015']",2020_IECA_343
"['2019/581/JR', '[2000] 2 IR 360', '[2011] IEHC 38', '[2008] IESC 26', '[2009] 3 IR 795', '[2017] IECA 282']","['Immigration Act 1999', 'Act of 1999', 'Criminal Justice (United Nations Convention Against Torture) Act', 'European Convention', 'Constitution.']",2020_IEHC_561
"['[2020] IESC 46', '[2017] IEHC 490']","['Dublin III Regulation', 'Transfer Decision', 'Dublin Regulation', 'Transfer Decision  14', 'Charter.', 'Geneva Convention', 'ECHR', 'European Union (Withdrawal) Act 2018']",2020_IEHC_648
"['(Case C-509/18)', '[2020] IEHC 121', '(Case C-627/19 PPU)', '[2020] IESC 12', '(Case C-270/71;', '(Case C-571/71 PPU', '[2018] IESC 8', '[2016] IESC 17']","['European Arrest Warrant Act 2003', 'Act of 2003', 'European Convention', 'Convention', 'Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision:-', '2003 Act']",2020_IEHC_389
"['[2017] IEHC 745', '[2020] IEHC 60', '[2019] IEHC 759']","['Immigration Act 1999', '1999 Act']",2020_IEHC_649
"['[2017] IEHC 816', '[2011] UKSC 4', '[2004] UKHL 27', '(App.', '[2003] IESC 3', '[2014] IEHC 29', '[2009] IEHC 279', '[2014] IESC 65', '[2008] 3 I.R. 795', '[2015] IECA 192', '[2019] IECA 123', '(Case C-34/09) 8 March 2011', '[2016] IECA 292', '[2017] IECA 317', '[2019] IESC 82', '[2019] UKSC 59', '[2011] IEHC 248', '[2010] 2 I.R. 701', '[2012] IESC 18', '[2012] 2 I.L.R.M. 233', '[2019] IESC 75', '[2020] IECA 184', '[2016] IECA 217', '[2018] 2 I.R. 591', '[2017] IESC 80', '(Case C-69/10)', '(Case C-89/17)', '[2011] IEHC 38', '[2014] IEHC 62']","['Irish Born Child Scheme 2005', 'European Convention', 'ECHR’)', 'CJEU’', 'of Human Rights Act 2003', '‘ECHR Act', 'International Protection Act 2015', 'Directive 2004/38/EC', 'EU Communication concerning Directive 2004/38', 'ECHR Act 2003', 'Convention', 'Immigration Act 2004', 'State.', 'Referring to Directive 2004/38/EC', 'Appellants’ Case Notwithstanding', '‘Returns’ Directive', 'Irish Constitution', 'Procedures Directive', 'Directive 2004/38', 'Community rules', 'Zambrano test']",2020_IECA_246
"['[2013] IEHC 290', '[2011] IESC 1', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act']",2020_IEHC_433
"['[2020] IESC 000', '[2016] IESC 17', '[Case C-571/17]']","['European Arrest Warrant Act 2003', '2003 Act', 'Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Act of 2003']",2020_IESC_40
