CITATION,INSTRUMENT,Neutral Citation
"['[2021] IEHC 93', '[2014] IEHC 79', '[2021] IESC 63', '[2008] 2 IR 775']","['Social Welfare Code', 'Legal Services Act 2015', '2015 Act']",2022_IESC_16
"['[2016 No.', '107 O. 11 r. 2', '237 \t\t\t Introduction The', '[2015] IESC 11', '[2017] IEHC 721', '[2019] IECA 218', '[2020] IESCDET 1', '[2019] IEHC 7', '[2019] IEHC 342', '[2020] IEHC 13', '[2019] IEHC 611', '[2019] IEHC 610', '[1998] 2 IR 1', '[2018] IEHC 699', '[1996] 2 IR 188', '[2013] 2 AC 337', '[2018] IECA 46', '[2007] 3 IR 526', '[2012] 1 IR 804', '[2020] IEHC 549', '[2015] IECA 93', '[2002] 1 IR 272', '[1908] P. 189', '[1949] AC 326', '[1990] 2 Lloyd’s', '[2012] 1 WLR 1804', '[2017] EWHC 3404 (Comm)', '[2018] 1 WLR 192', '[2018] UKSC 34', '[2019] EWCA Civ 10', '(1881) 21 Q.B.D. 330', '] Ch 258', '[2014] IEHC 115', '[2007] 1 WLR 2508', '[2007] 2 IR 196', '[2020] IESC 37', '(No.2)', '[2014] QB 458', '[2017] AC 964', '(2005) 397 F 3d 768', '[2006] 3 IR297 (', '[2005] IEHC 284', '[2009] 1 All ER Comm 333', '[2021] UKSC 57', '[1982] AC 888', '[1984] AC 398', '(1990) 493 US 400', '[2004] 2 IR 456', '[2001] 1 IR 47', '(1897) 168 US 250', '(1918) 246 US 297', '[1987] 1 AC 460', '[1876] 2 IR 619', '[1992] Ch 72', '[2003] 1 IR 592', '[2008] EWHC 1530 (Comm)', '[1994] 2 IR 93', '[1993] 2 IR 359', '[1993] 3 IR 342', '[2006] ECR I-6827', '[2007] ECR I-8319', '[2017] EWCA Civ 1120', '[2018] EWHC 3308 (High Court', '[2019] UKSC 20', 'Shroder Case 189/87', '[1988] ECR 5565', '[1998] ECR I 6511', '[2015] QB 906', '[1997] ECR I-3767', '[2002] ECR I-1699', '[2006] IEHC 60', '[2006] UKPC 45', '[2002] 1 WLR 907', '[2011] 1 WLR 3086', '[2014] EWHC 112 (Comm)', '[2018] 1 WLR 288', '[2019] 1 WLR 346', '(1961) 95 ILTR 113', '[2006] 1 ILRM 81', '[2018] IEHC 404', '[2005] IEHC 164', '[2015] 2 ILRM 183', '[2015] 1 IR 32', '[2008] 2 IR 726', '[2013] IEHC 569', '[2014] WLR 2043', '[2012] 1 Lloyd’s Rep 649', '[2021] EWHC 360 (Comm)', '[2019] EWHC 1254 (Comm)', '[2020] EWHC 239 (Comm)', '[2021] EWHC 226 (Comm)', '[2020] EWHC 1223 (Comm)', '[2006] 2 CLC 402', '[2014] IESC 38', '[2015] EWHC 545', '[1997] IEHC 83']","['Relevant Test', 'Hague Service Convention', 'Decision on Hague Service Convention', 'Recast Brussels Regulation', 'Hague Convention', 'Convention', 'Brussels Recast Regulation', 'Russian Federal Criminal Code', 'UCCU Defendants’ Jurisdiction Application', 'Recast Brussels Regulations', 'Recast Brussels Convention', 'Foreign Tribunals Evidence Act 1856', 'Russian Civil Code', 'English Rules', 'Civil Liability Act 1961', '1961 Act', 'Judicial Panel for Criminal Cases of the', 'Russian Criminal Code', 'Brussels Convention', 'Lugano Convention', 'Brussels Regulations (Council Regulation', 'Brussels Regulation', 'Brussels Regulations', 'CJEU', 'Common Law Procedure (Ireland) Amendment Act 1853', '1853 Act', 'Civil Procedural Code', 'Commercial Procedural Code', 'Proceeds of Crime Act', 'CPR', 'Arbitration Act 1996', 'Service Convention']",2022_IEHC_167
"['[2000] 4 IR 361', '[2017] IECA 97', '[2019] IECA 201']","['CRIMINAL JUSTICE ACT 1993', 'Criminal Justice Act 1993', 'Criminal Justice Act 1999']",2022_IECA_53
['[2020] IECA 106'],"['Criminal Justice Act 2006', 'Criminal Justice (Amendment) Act 2009', 'Criminal Justice (Theft and Fraud Offences) Act 2001']",2022_IECA_62
"[', 2016.', ', 2015.', '[2019] IESC 29']",[],2022_IEHC_156
"['[2015] IESC 9', '[2017] 1 IR 355', '[2012] IEHC 350', '[2004] IEHC 149', '[2017] 1 IR 255', '[2015] IEHC 241', '[2003] 3 I.R. 157', '[2008] IEHC 234', '[2009] 20 ELR 178', '[2005] 4 IR 217', '[2003] IESC 36', '[2005] IESC 39', '2020  151']","['Health Act 1970', 'Health Act', 'Disciplinary Procedure', 'Medical Practitioners Act', 'Medical Practitioner’s Act', '1970 Act', '1971 Regulations', 'Local Government Act']",2022_IECA_74
"['[2020] IEHC 259', '(Case C-461/17) ECLI:', '[2021] IEHC 834', '[1996] 3 IR 435', '[2015] IECA 272', '[2006] IEHC 15', '[2018] IESC 31', '[2014] IEHC 400', '(Case C-43/10) ECLI:', '(Case C-275/09) ECLI:', '(Case C 258/11) ECLI:', '[2021] IEHC 16']","['Council Directive 92/43', 'Habitats Directive', 'Birds Directive (Council Directive 2009/147', 'Planning and Development Act 2000', 'Planning and Development Regulations 2001', 'EIA Directive', 'Directive 85/337']",2022_IEHC_117
"['(1995) 8 Eur Respir J 1506', '(1998) 10 Pharmaceutical Technology Europe 31', '(2001) 10 Expert Opinion on Investigational Drugs 733', '(2000) 118 Chest 129', '(Case No T939/92', '[2007] EWHC 1040 (Pat)', '[2007] RPC 32', '[2007] IEHC 256', '[2009] 4 IR 584', '[2015] EWHC 2963', '[1992] 1 IR 210', '(1998)  Though', '[2015] EWHC 2963 (Pat)', '[2012] EWHC 1848 (Pat)', '[2016] EWCA Civ 1296', '[2017] FSR 29', '[2006] All E.R. (D) 322', '[2021] IECA 22', '(EC) 469/2009)', '[1978] 1 All ER 434', '[1978] AC 547', '[2018] UKSC 56', '[2019] 3 All ER 95', '[2019] UKSC 15', '[2020] 1 All ER 213', '[2017] IESC 59', '[2018] 2 I.R 79', '[2011] EWHC 1669 (Pat)', '[2017] IESC 46', '[2018] 2 IR 1', '[2017] IESC 14', '[2017] 2 ILRM 1', '[2021] IECA 29', '[2013] EWCA Civ 93', '[2013] RPC 28', '[2016] RPC 10', '[2013] EWCA Civ 925', '[2016] EWCA 1089', '[2012] RPC 23', '[2016] EWCA Civ 1006', '[2008] UKHL 49', '[2008] RPC 28', '[2019] 3 All ER 94']","['PATENTS ACT 1992', 'Patents Act 1992', '1992 Act', 'European Patent Convention', 'Munich Convention', 'EU Regulation', 'SPC Regulation', 'Patents Act', 'Applicable Test']",2022_IECA_58
"['[2004]\xa0IESC\xa097', '[2005]\xa02\xa0I.R.\xa0383', '[2015]\xa0IESC\xa021', '[2006]\xa0IEHC\xa0156', '[2012]\xa0IEHC\xa0105', '[2017]\xa0IECA\xa0199']","['Civil Liability and Courts Act 2004', 'Road Traffic Act 1961', 'EU Motor Insurance Directive']",2022_IEHC_69
"[', 2018.', '[2020] IEHC 129', '[2011] IEHC 503', '[1961] 2 WLR 126].']",[],2022_IEHC_195
"['[2017 No.', '[2016] IEHC 118', '[2019] IECA 276', '2017/6470 P 28', '2020 31', '[1981] IR 306', '[2014] IESC 21', '[1981] I.R. 306', '[2009] IEHC 207', '[1992] 1 I.R. 425', '[2008] IESC 18', '[2013] IESC 44', '[2021] IEHC 825', '(1843) 3 Hare 100]. The', '[1996] 1 I.R. 468', '(1843) Hare 100', '[2010] 2 I.R. 118', '[1996] IR 468', '[1992] 1 IR 425', '[2011] 4 IR 1', '[2019] IEHC 678', '[2009] SC and', 'Bank 2017 / 6470', '[2019] IESC 84', '[1996] 2 IR 459', '[1984] IR 151', '[2002] 3 IR 510']","['European Convention', 'EU Convention', 'EU Conventions', 'EU convention', 'Data Protection Acts 1988', 'Directive 96/45/EC', 'European Charter', 'Human Rights 2003 Act', 'Consumer Protection Code', 'Human Rights 2003', 'Directive 95/46/EC', 'Data Processing Act', 'Data Protection Acts', 'Data Protection Act', 'Conveyancing and Law of Property Act 1881', '1881 Act', '1881 Conveyancing Act', 'Registration of Title Act 1964', 'RSC Order 4']",2022_IEHC_160
"['[2021] IECA 54', '[2021] IEHC 516', '[2008] IEHC 468', '[2013] 3 IR 189', '[1990] 1 IR 305', '(1995) 20 EHRR 205', '[1893] 32 LR Ir 504', '[1916] 2 IR 328', '[1947] 1 IR 3', '[2002] 2 IR 428', '(1893) 23 Law Reports (Ireland) 504', '[1916] IR 328', '[1945] IR 3', '[2010] 2 FLR 1872', '[2017] EWHC 2452 (Fam)', '[2018] 1 FLR 784', '[2014] EWCA Civ 554', '[2014] 2 FLR 660', '[2017] EWHC 3577 (Fam)', '[2018] 1 WLR 3657', '[2010] EWCA Civ 482', '[2012] 1 AC 531', '[2019] IESC 47', '[2019] 3 IR 317', '[1983] IR 308', '[2019] IESC 73', '[2020] 2 IR 38', '[1965] AC 201', '[1996] AC 593', '[2012] UKSC 60', '[2013] 2 AC 66', '[2009] IESC 81', '[1992] 1 IR 210']","['Constitution (Children) Act 2012', 'UN Convention', 'Hague Convention', 'Guardianship of Infants Act 1964', '1964 Act', 'Children and Family Relationships Act 2015', 'Family Law Act 1995', '1995 Act', 'Judicial Separation and Family Law Reform Act 1989', 'Court Officers Act 1926', '1964 Act', 'Children Act 1997', 'Child Care Act 1991', 'section.', 'Child’s View Expert) Regulations 2018', 'Custody of Children Act 1891', 'Constitution.', 'Legal Services Regulation Act 2015']",2022_IECA_54
"['[2016] IEHC 177', '2021 54', '[1998] 2 ILRM 345', '[2001] IR 35']","['COMPANIES ACT 2014', 'Companies Act', '2019 Act', 'Taxes Consolidation Act', 'Companies Act 2014', 'Act of 1990', 'Companies Acts 1963']",2022_IEHC_161
"['[2005] 1 IR 294', '[2012] IESC 32', '[2008] 2 I.R. 726', '[2005] 3 IR 1', '[2005] 3 IR 457', '[2006] 3 IR 431']","['Competition List (Order 63B)', 'Miscellaneous Provisions) Act', '2020 Act']",2022_IECA_55
['[2018] IECA 121'],"['Criminal Justice (Theft and Fraud Offences) Act 2001', 'Probation Act']",2022_IECA_80
"['[2021 No.', '[2015] IESC 49', '[2014] IESC 34', '[2014] 1 IR 720', '[2008] IESC 53', '[2009] 1 IR 618', '[2019] IEHC 251', '[2012] IEHC 315', '[2009] IESC 83']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice Theft and Fraud Offences Act 2001', 'Criminal Damage Act 1991', '2003 Act', 'Penal Code', 'Code of Criminal Procedure', 'Framework Decision']",2022_IEHC_194
"['[2022 15 M]', '[2022 18 SP]    IN', '[2018] IEHC p.515 .', '[2019] IEHC 312']","['ADOPTION ACT 2010', 'Mental Health Act of 2001', 'UN Convention', '2003 European Convention', 'Adoption Act', 'Adoption Act 2010']",2022_IEHC_301
"['[2021 No.', '[2021] IEHC 369', '[2021] 5 JIC 3102', '[2014] IESC 31', '[2014] 4 JIC 1003', '[2020] IEHC 294', '[2020] 6 JIC 1901', '[2001] IEHC 102', '[2001] 4 I.R. 494', '[1981] EWCA Civ 2', '[1982] 1 WLR 522', '[2013] IESC 51', '[2013] 2 I.R. 578', '2005/370/EC', '[2006] IEHC 265', '[2006] 2 JIC 803', '[2000] 1 I.L.R.M. 370', '[2009] IESC 75', '[2011] 3 I.R. 334', '[2010] 1 I.L.R.M. 411', '[2021] IEHC 265', '[2021] 5 JIC 2704']","['PLANING AND DEVELOPMENT ACT 2000', 'Planning and Development Act 2000', 'EIA directive 2011/92', 'directive 85/337/EEC', 'Public Participation directive 2003/35', '2000 Act', 'directive 85/337', 'Aarhus Convention', 'Water Framework Directive 2000/60', 'Vehicles Act 2015', 'Statute of Limitations 1957']",2022_IEHC_116
"['2020 41', '[1997] 3 IR 86', '[2017] 2 IR 43', '[2009] 4 IR 1', '[1999] 4 IR 390', '[2013] IEHC 220', '[2018] IEHC 138', '[1980] IR 269', '[2019] 2 ILRM 1', '2003 YSC 74', '[2007] 3 IR 581', '[2012] 3 IR 236', '[2019] IEHC 106', '[2004] EWHC 2124', '[2008] EWCA CI V4 38', '[2001] QB 213', '[2018] IESC 31', '[2012] IESC 59', '[2010] 2 IR 701', '[2012] IESC 26', '[2013] IESC 34', '[2016] IESC 7', '[1982] 1 IR 337', '[2018] IEHC 538']","['Chartered Accountants’ Code', 'Institute’s Disciplinary Regulations', 'Disciplinary Regulations', 'Regulation 24.4.2', 'Institute’s Code', 'Regulation 24.4.1', 'Regulations 26.3']",2022_IEHC_141
"['[2014] IEHC 58', '[2007] 4 I.R. 667', '[1995] EWCA Crim J 1201', '[2007] 1 SCR 239', '[2001] IESC 54', '[2017] IECA 175', '[2016] 3 I.R. 123']","['Criminal Justice Act', 'Misuse of Drugs Act 1977', 'Criminal Justice Act 1984', 'Act of 1984', 'Criminal Justice Act 2006', 'Act of 2006', 'Criminal Appeal Act 1968']",2022_IECA_63
"['[2015] IESC 42', '[2010] 3 IR 49', '[2009] IEHC 409', '[2001] IR 668', '(2012)']","['COMPANIES ACT 2014', 'Companies Act 2014', 'US Bankruptcy Code', 'False Claims Act', 'Council Regulation EC', 'Regulation.', 'Bankruptcy Act 1988', 'Companies Act']",2022_IEHC_157
"['[2021 No.', '[2009] IESC 48']","['European Arrest Warrant Act', 'Act of 2003"")', 'Act of 2003', 'Penal Code', 'General Directorate of Reintegration and Prison Services (DGRSP)', 'Technical Teams for Specialised Treatment (ETET)']",2022_IEHC_383
